Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,23/11/2022,"16,500.00",AUD,Tait Electronics (Aust) Pty Ltd,PO Box 679 Virginia QLD 4014,NO,NO,,,,,,,,,4502600794,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,25/11/2022,"16,500.00",AUD,Warp QLD Pty Ltd,1/23 Darnick Street Underwood QLD 4119,NO,NO,,,,,,,,,4502601167,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,30/11/2022,"16,476.90",AUD,Dynaciv Pty Ltd,193 South Pine Road Brendale QLD 4500,NO,NO,,,,,,,,,4502604156,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,11/10/2022,"16,244.91",AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502597037,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,17/11/2022,"16,227.75",AUD,TGT Hardware Mareeba,PO Box 171 Mareeba QLD 4880,NO,NO,,,,,,,,,4502598086,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,11/10/2022,"15,934.60",AUD,Steel Span Qld Pty Ltd,PO Box 133 Archerfield QLD 4108,NO,NO,,,,,,,,,4502597025,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,17/11/2022,"15,807.00",AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,,,,,,,,,4502598036,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/11/2022,"15,774.00",AUD,Cut To Size Plastics Pty Ltd,33 Stockwell Place Archerfield QLD 4108,NO,NO,,,,,,,,,4502597139,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,23/11/2022,"15,750.46",AUD,Acquired Awareness Traffic,PO Box 5757 Brendale QLD 4500,NO,NO,,,,,,,,,4502600737,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,15/11/2022,"15,741.00",AUD,Rail Track Services Pty Ltd,100-106 South Terrace Wingfield SA 5013,NO,NO,,,,,,,,,4502597549,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,11/09/2022,"15,682.14",AUD,Boral Resources Qld Pty Ltd,Cnr Anzac & Alderley Streets Toowoomba QLD 4350,NO,NO,,,,,,,,,4502596682,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BLDG WORKS CONTRACT,25/11/2022,"15,648.60",AUD,O'Brien Plumbing Mackay,PO Box 1534 East Mackay QLD 4740,NO,NO,,,,,,,,,4502601140,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE LEASE COMPUTER,30/11/2022,"15,628.80",AUD,Wagners Quarries Pty Ltd,PO Box 151 Toowoomba QLD 4350,NO,NO,,,,,,,,,4502606458,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,11/01/2022,"15,462.70",AUD,Mobile Test N Cal Australia Pty Ltd,11 River Road Dinmore QLD 4303,NO,NO,,,,,,,,,4502595447,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,11/11/2022,"15,452.28",AUD,Grulke Concreting Bobcat Hire & Gar,PO Box 3178 Toowoomba QLD 4350,NO,NO,,,,,,,,,4502597082,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,11/03/2022,"15,180.00",AUD,Voestalpine Railway Systems,PO Box 391 Mackay QLD 4740,NO,NO,,,,,,,,,4502596003,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/09/2022,"15,094.20",AUD,Classic Coachworks Pty Ltd,14A Hearne Street Mortdale NSW 2223,NO,NO,,,,,,,,,4502596681,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CATERING,22/11/2022,"15,021.41",AUD,Gema Catering & Events,22 Churchill Street Silverwater NSW 2128,NO,NO,,,,,,,,,4502600508,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2022 NEARMAP SUBSCRIPTION - SEQ ASSETS STRATEGY PLANNING TEAM,10/11/2021,"15,000.00",AUD,Nearmap Australia Pty Ltd,100 Barangaoo Sydney NSW 2000,NO,NO,,,,,,,,,CW2305170,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,11/03/2022,"14,944.16",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502595789,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,16/11/2022,"14,850.00",AUD,Actrol Parts Pty Ltd,32 Perrin Place Salisbury QLD 4107,NO,NO,,,,,,,,,4502597870,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,17/11/2022,"14,729.00",AUD,Fencepac Commercial Pty Ltd,PO Box 1097 Kunda Park QLD 4556,NO,NO,,,,,,,,,4502598099,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,25/11/2022,"14,454.00",AUD,Transmarine Asia Pacific Pty Ltd,76-84 Waterway Drive Coomera QLD 4209,NO,NO,,,,,,,,,4502601254,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/01/2022,"14,449.60",AUD,Ulex Constructions Pty Ltd,PO Box 1129 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502595441,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,11/10/2022,"14,322.00",AUD,Computer Alliance Pty Ltd,PO Box 75 Mount Gravatt QLD 4122,NO,NO,,,,,,,,,4502597078,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/11/2022,"14,212.00",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502600610,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,18/11/2022,"14,179.00",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502598265,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/09/2022,"14,104.29",AUD,Classic Coachworks Pty Ltd,14A Hearne Street Mortdale NSW 2223,NO,NO,,,,,,,,,4502596709,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,28/11/2022,"14,098.32",AUD,Madison Technologies,61 Metroplex Avenue Murarrie QLD 4172,NO,NO,,,,,,,,,4502601419,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,24/11/2022,"14,079.23",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050462439,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/09/2022,"14,025.00",AUD,Alfa Test,PO Box 229 Salisbury QLD 4107,NO,NO,,,,,,,,,4502596629,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,11/02/2022,"13,979.85",AUD,Safety Step Australia Pty Ltd,110 Chelmsford Road Rock Valley QLD 2480,NO,NO,,,,,,,,,4502595506,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,23/11/2022,"13,970.00",AUD,Star Aluminium & Steel Welding,17 Citrus Street Braeside VIC 3195,NO,NO,,,,,,,,,4502600668,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MATS HANDL EQUIP,15/11/2022,"13,942.50",AUD,Georges Loader Hire Pty Ltd,262 Bowhill Road Willawong QLD 4110,NO,NO,,,,,,,,,4502597568,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR & EXCAV EQUIP,15/11/2022,"13,942.50",AUD,Georges Loader Hire Pty Ltd,262 Bowhill Road Willawong QLD 4110,NO,NO,,,,,,,,,4502597570,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/03/2022,"13,893.00",AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502595882,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,18/11/2022,"13,833.17",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050462173,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/02/2022,"13,750.00",AUD,Sicame Australia Pty Ltd,25 Union Circuit Yatala QLD 4207,NO,NO,,,,,,,,,4502595682,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,11/07/2022,"13,750.00",AUD,Blacktop Asphalt Repairs,27 Third Avenue Barellan Point QLD 4306,NO,NO,,,,,,,,,4502596235,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,11/08/2022,"13,748.79",AUD,Wormald Australia Pty Ltd,350 Parramatta Road Hom Ebush West NSW 2140,NO,NO,,,,,,,,,4502596581,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/11/2022,"13,640.00",AUD,Hills Motor & Marine Trimming Pty L,7 Schmidt Road Fernvale QLD 4306,NO,NO,,,,,,,,,4502601296,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/09/2022,"13,553.10",AUD,Height Dynamics Pty Ltd,PO Box 527 Albion QLD 4010,NO,NO,,,,,,,,,4502596835,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,24/11/2022,"13,497.00",AUD,MacFarlane Generators,31 South Pine Road Brendale QLD 4500,NO,NO,,,,,,,,,4502601045,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,22/11/2022,"13,475.00",AUD,Pacific Realtime Pty Ltd,PO Box 1129 Brookvale NSW 2100,NO,NO,,,,,,,,,4502600553,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,15/11/2022,"13,464.00",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502597515,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,11/08/2022,"13,412.30",AUD,Moore Civil and Plant Hire Pty Ltd,PO Box 333 Longreach QLD 4730,NO,NO,,,,,,,,,4502596384,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,16/11/2022,"13,409.00",AUD,NGK Stanger Pty Ltd,PO Box 1179 Epping VIC 3076,NO,NO,,,,,,,,,4502597877,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",15/11/2022,"13,373.14",AUD,Allmet Engineering C/-Allmet,40 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502597528,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,23/11/2022,"13,276.18",AUD,Wormald Australia Pty Ltd,350 Parramatta Road Hom Ebush West NSW 2140,NO,NO,,,,,,,,,4502600741,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,15/11/2022,"13,248.40",AUD,A & S Steel Fabrications Pty Ltd,PO Box 30 Banyo QLD 4014,NO,NO,,,,,,,,,4502597483,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,11/11/2022,"13,200.00",AUD,Shane Webcke Promotions,99 Postle Street Darling Heights QLD 4352,NO,NO,,,,,,,,,4502597096,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/11/2022,"13,200.00",AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502600480,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/11/2022,"13,144.16",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,,4502606464,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,24/11/2022,"13,027.30",AUD,Dexion Hendra,PO Box 3128 Hendra QLD 4011,NO,NO,,,,,,,,,4502600959,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,28/11/2022,"12,980.00",AUD,Market & Communications,161a Arthur Street Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502601482,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLE COMPONENTS,11/09/2022,"12,922.80",AUD,Prime Composites Aust Pty Ltd,38 Kendor Street Arundel QLD 4214,NO,NO,,,,,,,,,4502596698,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,11/02/2022,"12,904.32",AUD,Freo Group Pty Ltd,4 McGrath Road Henderson WA 6166,NO,NO,,,,,,,,,4502595505,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,11/09/2022,"12,879.46",AUD,Toplock,PO Box 419 Grange QLD 4051,NO,NO,,,,,,,,,4502596720,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/11/2022,"12,829.00",AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502600229,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,11/02/2022,"12,750.10",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502595503,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,11/10/2022,"12,701.70",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502597070,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,11/01/2022,"12,661.00",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502595451,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,14/11/2022,"12,540.00",AUD,Business Writing Global,PO Box 4507 Robina Town Centre QLD 4230,NO,NO,,,,,,,,,4502597412,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/09/2022,"12,509.20",AUD,Allmet Engineering C/-Allmet,40 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502596714,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,17/11/2022,"12,475.00",AUD,Major Training Group,38 Prairie Road Ormeau QLD 4207,NO,NO,,,,,,,,,4502597913,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,22/11/2022,"12,475.00",AUD,Major Training Group,38 Prairie Road Ormeau QLD 4207,NO,NO,,,,,,,,,4502600232,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,28/11/2022,"12,475.00",AUD,Major Training Group,38 Prairie Road Ormeau QLD 4207,NO,NO,,,,,,,,,4502601291,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FOOD AND BEVERAGES,28/11/2022,"12,380.28",AUD,SafetyCulture Pty Ltd,221 Sturt Street Townsville QLD 4810,NO,NO,,,,,,,,,4502601321,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/08/2022,"12,344.29",AUD,THEE Labour Specialists Pty Ltd,PO Box 550 Slacks Creek QLD 4127,NO,NO,,,,,,,,,4502596449,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,15/11/2022,"12,320.00",AUD,Flick Pest Control Services,41 Bunya Street Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502597553,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/09/2022,"12,283.70",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502576177,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,11/01/2022,"12,081.30",AUD,Bowen Storage Pty Ltd,11 Ramage Street Bayswater VIC 3153,NO,NO,,,,,,,,,4502595374,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,23/11/2022,"11,965.80",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502600722,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,18/11/2022,"11,912.05",AUD,Aggreko,18 Bivouac Place Wacol QLD 4076,NO,NO,,,,,,,,,4502598268,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,16/03/2022,"11,893.20",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,YES,NO,,,,,,,,,4502514694,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,11/08/2022,"11,880.00",AUD,Kennards Hire Pty Ltd,PO Box 2023 Seven Hills NSW 2144,NO,NO,,,,,,,,,4502596441,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,11/03/2022,"11,784.30",AUD,Avac Australia Pty Ltd,PO Box 30 Oately NSW 2223,NO,NO,,,,,,,,,4502595960,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,18/11/2022,"11,726.00",AUD,Webforge Locker,2 Cojo Place Dandenong South VIC 3175,NO,NO,,,,,,,,,4502598228,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/11/2022,"11,714.52",AUD,Howmet Fastening Systems,1508 Centre Road Clayton VIC 3168,NO,NO,,,,,,,,,4502600787,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,16/11/2022,"11,660.00",AUD,AWD Civil Pty Ltd,20-22 Ellerslie Road Meadowbrook QLD 4131,NO,NO,,,,,,,,,4502597706,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,24/11/2022,"11,616.00",AUD,SMEC Australia Pty Ltd,PO Box 2211 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502601070,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,23/11/2022,"11,605.00",AUD,SMEC Australia Pty Ltd,PO Box 2211 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502600754,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,22/11/2022,"11,586.30",AUD,HMF Engineering (Qld) Pty Ltd,PO Box 148 Crows Nest QLD 4355,NO,NO,,,,,,,,,4502600544,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHT INDUSTRY MACH,25/11/2022,"11,550.00",AUD,Sensortronic Weighing and,PO Box 22 Banyo QLD 4014,NO,NO,,,,,,,,,4502601250,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,23/11/2022,"11,507.10",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502600670,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/03/2022,"11,500.50",AUD,Total Drain Cleaning,84 Ingleston Road Wakerley QLD 4154,NO,NO,,,,,,,,,4502595760,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,25/11/2022,"11,484.00",AUD,Blacktop Asphalt Repairs,27 Third Avenue Barellan Point QLD 4306,NO,NO,,,,,,,,,4502601241,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,11/10/2022,"11,385.00",AUD,Total Building Maintenance-Qld,PO Box 381 Virginia QLD 4014,NO,NO,,,,,,,,,4502596960,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,15/11/2022,"11,273.44",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502597532,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,11/01/2022,"11,272.12",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050461277,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,16/11/2022,"11,215.84",AUD,Total Tools Virginia,1 Thomas Holt Dr Macquarie Park NSW 2113,NO,NO,,,,,,,,,4502597658,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,11/09/2022,"11,180.85",AUD,Track Protection Services Pty Ltd,PO Box 421 Mapleton QLD 4560,NO,NO,,,,,,,,,4502596678,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,11/09/2022,"11,172.70",AUD,Go-Train Industry Pty Ltd,10 Pioneer Avenue Tuggerah Business Park NSW 2259,NO,NO,,,,,,,,,4502596838,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,21/11/2022,"11,115.50",AUD,Powerlink Qld,PO Box 1193 Virginia QLD 4014,NO,NO,,,,,,,,,4502600153,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/02/2022,"11,110.00",AUD,Magnetic Automation Pty Ltd,8 Riverland Drive Loganholme QLD 4129,NO,NO,,,,,,,,,4502595582,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/02/2022,"11,110.00",AUD,Magnetic Automation Pty Ltd,8 Riverland Drive Loganholme QLD 4129,NO,NO,,,,,,,,,4502595618,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PIPE TUBE HOSE & FIT,11/10/2022,"11,047.19",AUD,Industrial Hydraulics Pty Ltd,121 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502596970,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,11/01/2022,"11,000.00",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502595310,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/11/2022,"11,000.00",AUD,Environmental Earth Sciences Qld,PO Box 3207 Newstead QLD 4006,NO,NO,,,,,,,,,4502597184,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/11/2022,"10,956.00",AUD,Solo Tooling,21 Pedder Street Albion QLD 4010,NO,NO,,,,,,,,,4502601391,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,30/11/2022,"10,890.00",AUD,Komatsu Australia Pty Ltd,453 Sherwood Road Sherwood QLD 4075,NO,NO,,,,,,,,,4502604069,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,11/04/2022,"10,807.50",AUD,Cox Achitecture Pty Ltd,"Level 2, 2 Edward Street Brisbane QLD 4000",NO,NO,,,,,,,,,4502596124,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,18/10/2022,"10,757.99",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502586448,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,11/02/2022,"10,712.90",AUD,Evolution Industry Pty Ltd,PO Box 234 Archerfield QLD 4108,NO,NO,,,,,,,,,4502595699,,,,,
